name,releasedate,copiessold,price,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
Shell Runner,2024-07-15,1956,14.99,23560.0,1.843664561462228,65,Indie,indie.io,Reija,2622280
Memories Off,2024-01-31,3003,9.99,23373.0,7.253682427332118,93,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,675610
11F,2024-04-19,3998,8.99,23351.0,1.318908909352338,83,Indie,PUMPKIM,PUMPKIM,1847120
Closer the Distance,2024-08-01,1414,19.99,23329.0,4.338909136652807,92,AA,Skybound Games,Osmotic Studios,1991300
Messy Up,2024-06-13,3563,7.99,23195.0,3.766875545151142,86,Indie,"Liquid Meow,Athenes game",Liquid Meow,2572560
Memories Off6 T-wave,2024-01-31,1976,14.99,23150.0,6.966698098251904,98,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184580
Trash of the Titans,2024-05-29,3282,8.99,23097.0,6.117247158799763,98,Indie,Thayer and Back Again,Thayer and Back Again,2450400
You are Peter Shorts,2024-05-10,1872,14.99,23078.0,4.081238052224595,90,Indie,ondydev,ondydev,2352640
The Corpsmen,2024-09-06,1558,19.99,23047.0,5.533476840841409,59,Indie,Multicell Games,Multicell Games,1571960
Tank Operations: European Campaign,2024-02-26,2520,19.99,23043.0,37.79769683862818,85,Indie,2tainment GmbH,Linked Dimensions,844860
Wife of My Boss,2024-05-04,7011,4.99,22990.0,0.8192399888945472,67,Indie,Love Seekers,Love Seekers,2143980
Dragons Legacy,2024-03-26,5086,4.99,22960.0,20.90752054042036,77,Indie,Beawesome Games LLC,Beawesome Games,2520410
Sarah's Adventure: Time Travel,2024-06-25,28251,0.0,22916.6017927192,59.72976019596694,87,Indie,NUTS POWER ONLINE ENTERTAINMENT LIMITED,NUTS POWER ONLINE ENTERTAINMENT LIMITED,2994430
CorpoNation: The Sorting Process,2024-02-22,2451,12.99,22893.0,5.269078475631346,84,Indie,Playtonic Friends,Canteen,2159960
Fallen Saint Yhoundeh,2024-05-31,2395,12.99,22844.0,3.7476450541717714,70,Indie,Kagura Games,MOEKOUBOU,2864860
Neon Tail,2024-02-16,2679,24.99,22808.0,4.141155275797389,90,Indie,Rocket Juice Games,"Fei,Leo,Yang",1126270
Far Lands,2024-01-19,2677,24.99,22800.0,7.691365522489354,69,Indie,Scalpel Softworks,Scalpel Softworks,1500940
Welcome to Paradise Island,2024-08-30,2112,14.99,22790.0,2.7517675969656303,80,Indie,Kagura Games,Resta!,2790680
Loopstructor,2024-08-07,5508,4.99,22701.0,6.452068776829051,87,Indie,Pone Games,Pone Games,2726870
Brocula,2024-05-09,1336,19.99,22581.0,2.113117699239853,51,Indie,Destroyer Doggo,Destroyer Doggo,1364740
Songs Of Death,2024-07-30,3966,6.99,22568.0,4.412881401957557,86,AA,Lightning Games,"DreamStep,Wild Kid Games",2276420
Buckshot With Friends,2024-02-19,6685,3.99,22509.0,0.6779560081356253,52,Indie,yythgim,yythgim,2808270
Lilja and Natsuka Painting Lies,2024-07-24,1085,22.99,22449.0,8.273406759307356,100,Indie,"Frontwing USA,Bushiroad Inc.",Frontwing,2840900
ERO TRAP DUNGEON ROGUELIKE,2024-07-10,1662,14.99,22422.0,8.865400663776798,81,Indie,Ketchup AjiNo Mayonnaise,Ketchup AjiNo Mayonnaise,3016750
Deck of Souls,2024-06-20,2482,10.99,22371.0,4.267184962289173,92,Indie,HeroCraft PC,Bigboot Studios,2088770
灵境·修仙界,2024-06-21,2241,9.99,22360.0,8.868584048963351,87,Indie,深圳市灵境互娱科技有限公司,深圳市灵境互娱科技有限公司,2799930
Stigma-ARIA,2024-09-06,1621,16.99,22306.0,1.6886304185764434,85,Indie,072 Project,イシコロドウ,2710010
GraalOnline Era,2024-02-16,21644,0.0,22299.0,41.29361977737224,71,Indie,Toonslab,GraalOnline,2358050
HAELE 3D - Hand Poses Lite - Drawing References,2024-06-03,1659,17.99,22288.0,8.81586618253196,94,Indie,HAELE 3D,Ige Olwen,2570230
EarthRoyale,2024-04-29,3874,7.99,22222.0,14.733386912432897,89,Indie,Lizzycat / Lizabeth Gidlund,Lizzycat / Lizabeth Gidlund,2016220
Dread Weight,2024-07-29,2368,14.99,22137.0,3.2817103996906525,88,Indie,Deer Dream Studios,Deer Dream Studios,2399060
Secret Archives,2024-02-27,1678,15.99,22129.0,6.1555814515617016,71,Indie,Juice Game,Juice Game,2374660
Thyria,2024-02-29,1629,15.99,22099.0,2.485580421606916,94,Indie,GrabTheGames,Twokats,1608590
Z.O.N.A: Origin,2024-08-26,1444,19.99,22080.0,2.8680074794101267,87,Indie,AGaming+,AGaming+,2539520
ATTA -Spot the Oddities in the Strange Hotel-,2024-02-27,5245,4.99,22014.0,1.082875751602164,84,Indie,IDEA FRUITION,IDEA FRUITION,2827450
鬼打墙（剧情版）,2024-01-05,3120,5.99,21939.0,2.69150452328492,76,Indie,KX GAMES,KX GAMES,2642700
ワールド・ネバーランド２～プルト共和国物語～EXPERIENCE OF FICTION LIFE,2024-05-15,1272,24.99,21939.0,11.069183354999083,61,Indie,althi Inc.,althi Inc.,682550
Setteeh,2024-08-02,3282,7.99,21898.0,1.3897732481642742,80,Indie,MonsterAttack,MonsterAttack,1566450
Kepler-2100,2024-03-30,14511,0.0,21880.59479904341,11.962925149409008,85,Indie,NCARD,NCARD,2758490
Puffin Planes,2024-09-04,2371,11.99,21744.0,4.6004950243556255,97,Indie,CATINRAIN LLC,CATINRAIN LLC,2897240
Pomberito,2024-06-24,4850,5.99,21719.0,1.3284726049688569,96,Indie,Lara the Pitbull,Lara the Pitbull,2761100
Tales of Morrow,2024-03-08,1945,14.99,21703.0,1.6933739092815248,53,Indie,GameMechanic,GameMechanic,1783620
Sassy Girl,2024-01-19,2503,9.99,21685.0,6.087152285368983,89,Indie,Hematite,Hematite,2471650
Hot & Lewd: Miami,2024-06-15,3903,9.99,21653.0,1.837841333011866,90,Indie,Lust Desires 🖤,Lust Desires 🖤,2998880
Pape Rangers,2024-08-09,6638,3.99,21651.0,7.845511818942673,79,Indie,OKJOY,Pape Game Studio,2812820
XF Extreme Formula,2024-06-11,1297,19.99,21606.0,2.9671380126113203,91,Indie,Feperd Games,Feperd Games,2539910
Memories Off Yubikiri No Kioku,2024-01-31,1854,14.99,21592.0,18.650094806529008,95,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184590
School Owner,2024-02-03,1716,19.99,21499.0,1.1578302864255443,25,Indie,Owner Games,Owner Games,946670
Secret Toy,2024-06-21,4394,5.99,21479.0,1.102217235887383,80,Indie,Momentum Games,Momentum Games,2961330
Forgotten Mines,2024-07-23,3480,7.99,21461.0,9.430847817976847,86,Indie,Ishtar Games,Cannibal Goose,2238630
Lords of Exile,2024-02-14,1821,14.99,21402.0,3.511245575779184,82,Indie,"PID Games,PixelHeart",Squidbit Works,1329360
Real Anime Situation! 2,2024-06-24,1143,24.99,21364.0,3.731710094144288,93,Indie,Shiravune,Jitaku Studio,2361760
The Renovator: Origins,2024-07-13,2497,9.99,21283.0,2.9416790482101822,84,Indie,Peace_Studio,Peace_Studio,1917550
Necromantic,2024-05-22,3418,6.99,21260.0,3.281627291746506,70,Indie,Blinkmoon Games,Blinkmoon Games,2615010
PATHOGEN X,2024-07-21,2112,11.99,21168.0,1.3331959637848445,85,Indie,BraveCat'Studios,BraveCat'Studios,2508980
SCP: EVENT CLASSIFIED,2024-04-26,2860,9.99,21162.0,2.122494912582087,51,Indie,Archotech,Archotech,1955030
Thunder Helix,2024-03-21,1288,19.99,21156.0,1.9613457118119384,95,Indie,David Walters,David Walters,1906230
Cursed Crew,2024-02-26,1175,20.0,21150.0,4.767937651494179,90,Indie,Cracklewock Games,Cracklewock Games,1839760
Cat Bait,2024-08-27,5213,4.99,21106.0,2.071326611078255,98,Indie,Mayni prod.,Mayni prod.,2929730
Deathwish Enforcers Special Edition,2024-02-14,1489,19.99,21086.0,1.8973010379519115,87,Indie,Monster Bath Games Inc.,Monster Bath Games Inc.,2683030
The Wandering Corinne,2024-07-18,2891,8.99,21082.0,0.8045601102659825,54,Indie,"Mango Party,Mango Party News",ankoku marimokan,2311840
Dungeon Looter,2024-05-13,3205,11.99,21067.0,6.277106142414517,78,Indie,Wappen Games,Wappen Games,1228320
Lucky Mark,2024-04-19,2505,9.99,21066.0,9.75066144618542,58,Indie,Super Alex,Super Alex,2450720
Orc Covenant: Gay Bara Orc Visual Novel,2024-08-21,864,29.99,21022.0,3.866109872579943,75,Indie,Y Press Games,Y Press Games,2243570
Champion Shift,2024-06-21,4526,6.99,20955.0,6.620098839383692,79,Indie,SRG Studios,SRG Studios,2391900
Megacopter: Blades of the Goddess,2024-06-21,1684,15.99,20946.0,3.6305644517099647,95,Indie,Pizza Bear Games,Pizza Bear Games,1228360
DYSCHRONIA: Chronos Alternate - Dual Edition,2024-03-27,725,34.99,20922.0,6.30918045112899,92,Indie,IzanagiGames,"IzanagiGames,MyDearest Inc.",2023920
Claw Machine Sim,2024-03-28,3896,6.99,20723.0,2.884454204670071,94,Indie,Unechte Sachen,Unechte Sachen,2456120
Memories Off #5 Togireta Film,2024-01-31,1778,14.99,20674.0,7.263979319440968,91,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184570
Superscout,2024-07-18,128010,17.99,1868809.0,5.23063358629639,94,Indie,Mountain&Sea Studio,Mountain&Sea Studio,2862610
Lightyear Frontier,2024-03-19,93838,24.99,1847587.0,8.312387984973132,0,Indie,"Amplifier Studios,FRAME BREAK","FRAME BREAK,Amplifier Studios",1677110
Thriving City: Song,2024-05-29,148108,18.99,1847579.0,15.121941903658618,83,Indie,IndieArk,White Star Studio,1956800
Living With Sister: Monochrome Fantasy,2024-03-22,230496,12.99,1838206.0,10.709267200266146,97,Indie,Kagura Games,Inusuku,2429860
Dune: Imperium,2024-03-13,92464,22.99,1775842.0,22.899198444110745,97,Indie,Dire Wolf,Dire Wolf,1689500
Chinese Online Game,2024-07-18,208103,9.99,1772844.0,7.568376324435929,74,Indie,Wise Games,648工作室,1416920
The Thaumaturge,2024-03-04,71142,34.99,1756839.0,11.232274598965626,0,AA,11 bit studios,Fool's Theory,1684350
Dungeonborne,2024-07-18,1121214,0.0,1753880.0,24.476678329900466,66,Indie,Mithril Interactive,Mithril Interactive,2448970
Feed the Cups,2024-02-20,159951,15.99,1743322.0,36.464209005006985,89,Indie,IndieArk,Vambear Games,2336220
Astral Party ,2024-02-28,566827,0.0,1737265.0,17.734904098734024,51,Indie,Neverland Entertainment,STAR ENGINE PROJECT,2622000
LOCKDOWN Protocol,2024-07-22,193552,9.99,1736582.0,9.475271119605496,0,Indie,Mirage Creative Lab,Mirage Creative Lab,2780980
BMX Streets,2024-04-04,48276,39.99,1733797.0,21.337095692495044,78,Indie,Mash Games,Mash Games,871540
Cataclismo,2024-07-22,76717,29.99,1717400.0,12.39071140707249,94,AA,Hooded Horse,Digital Sun,1422440
Incursion Red River,2024-04-10,115857,16.99,1668116.0,9.613570700274808,76,Indie,Games Of Tomorrow GmbH,Games Of Tomorrow GmbH,2116120
The Lord of the Rings: Return to Moria™,2024-08-27,92326,24.99,1661037.0,10.060536961497332,0,Indie,North Beach Games,Free Range Games,2933130
Nordic Ashes: Survivors of Ragnarok,2024-04-26,353950,8.99,1644179.0,18.57573295137028,88,Indie,Noxfall Studios,Noxfall Studios,2068280
Out of the Park Baseball 25,2024-03-15,45474,49.99,1640362.0,85.41960491706307,86,Indie,Out of the Park Developments,Out of the Park Developments,2384620
City Bus Manager,2024-06-25,65165,29.99,1624986.0,40.77171704318191,91,Indie,Aerosoft GmbH,PeDePe GbR,1364210
Tactical Breach Wizards,2024-08-22,96174,19.99,1596416.0,8.635183318565998,98,Indie,Suspicious Developments,Suspicious Developments Inc,1043810
Rusty's Retirement,2024-04-26,278210,6.99,1585093.0,36.76470154540171,97,Indie,Mister Morris Games,Mister Morris Games,2666510
Into the Radius 2,2024-07-24,48362,39.99,1568855.0,5.694623316030681,76,Indie,CM Games,CM Games,2307350
ContractVille,2024-05-31,89691,19.99,1568853.0,17.97238271388152,80,Indie,FiftyEight Studios,MYM Games Studios,2698780
INDIKA,2024-05-02,77092,24.99,1561494.0,2.923114750999736,90,AA,11 bit studios,Odd Meter,1373960
Town of Sins,2024-03-25,73052,0.0,1560133.0,17.596491244347778,57,Indie,Nutaku Publishing,Hooligapps,2449710
SAND LAND,2024-04-25,31923,59.99,1554073.0,17.893528957999578,91,AA,Bandai Namco Entertainment Inc.,"ILCA, Inc.",1979440
Avatar: Frontiers of Pandora™,2024-06-17,39220,69.99,1554033.0,20.076900060781632,64,AAA,Ubisoft,Massive Entertainment – A Ubisoft Studio,2840770
ENDER MAGNOLIA: Bloom in the Mist,2024-03-25,92755,19.99,1547770.0,2.339783382795594,98,Indie,Binary Haze Interactive,"Adglobe,Live Wire",2725260
Proud To Love,2024-03-11,184501,9.99,1546464.0,3.294202673527737,85,Indie,"Master Entertainment,LGD Gaming",Master Entertainment,2744150
KINGDOM HEARTS III + Re Mind (DLC),2024-06-13,38501,59.99,1535628.0,19.640717962918703,93,AA,Square Enix,Square Enix,2552450
House Builder,2024-01-15,132550,19.99,1490579.0,8.289217378413545,81,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1244630
Stormgate,2024-07-30,224772,0.0,1459213.0,7.341805458780237,52,Indie,Frost Giant Studios,Frost Giant Studios,2012510
Riven,2024-06-25,49119,34.99,1448665.0,7.856866054561921,0,Indie,Cyan Worlds Inc,Cyan Worlds Inc,1712350
Thank Goodness You're Here!,2024-08-01,87970,19.99,1444444.0,2.189886931306963,97,Indie,Panic,Coal Supper,2366980
TerraTech Worlds,2024-03-22,53663,29.99,1430436.0,18.261625558912787,66,Indie,"Payload Studios,4Divinity",Payload Studios,2313330
Immortal Life,2024-01-17,122009,16.99,1428520.0,26.44589686212208,81,Indie,2P Games,YiFang Studio,1201230
Dusk Pub,2024-04-12,127543,12.99,1419860.0,3.857830038389943,93,Indie,YellowDuckWorks,YellowDuckWorks,1974520
Oh Deer,2024-06-27,170401,9.99,1408406.0,1.9956875027904464,87,Indie,Cozy Cabin Studios,Cozy Cabin Studios,2708450
Dominion,2024-02-01,503990,0.0,1405649.3985145492,7.017822187752444,86,Indie,Temple Gates Games,Temple Gates Games,1131620
Sweet Transit,2024-04-22,87119,29.99,1398063.0,11.448439488203675,74,AA,Team17,Ernestas Norvaišas,1612770
Starward,2024-04-24,79112,0.0,1395292.0,27.231980923461883,68,Indie,盛天游戏,Game Blender,2764370
The Crust,2024-07-15,56588,29.99,1385673.0,31.60342787602721,74,Indie,Crytivo,VEOM Studio,1465470
Moonbreaker,2024-02-01,58369,29.99,1367965.0,7.912012452688401,87,AAA,"KRAFTON, Inc.",Unknown Worlds Entertainment,845890
Nobody Wants to Die,2024-07-17,63753,24.99,1348620.0,4.152315097743349,87,Indie,PLAION,Critical Hit Games,1939970
Touhou Danmaku Kagura Phantasia Lost,2024-02-07,57334,29.99,1330840.0,17.624067524882285,77,Indie,Alliance Arts,UnknownX,2190220
Gigantic: Rampage Edition,2024-04-09,83942,19.99,1330789.0,16.79592619082676,72,AA,Arc Games,Abstraction Games,1924490
The Bridge Curse 2: The Extrication,2024-05-09,63059,24.99,1326590.0,5.317939526297635,93,Indie,"PQube,Gamera Games",SOFTSTAR ENTERTAINMENT,2331330
MULLET MADJACK,2024-05-15,78971,19.99,1310018.0,4.072861351589005,98,Indie,"Epopeia Games,HAMMER95",HAMMER95,2111190
Harry Potter: Quidditch Champions,2024-09-03,48267,29.99,1302774.0,4.726446194361001,0,AAA,Warner Bros. Games,Unbroken Studios,2878600
RAID: Shadow Legends,2024-01-09,72044,0.0,1293328.0,63.45711110030624,55,Indie,Plarium Global Ltd,Plarium Global Ltd,2333480
THE 4 SINS,2024-06-02,175634,9.99,1293189.0,3.033389442589824,24,AA,Gamera Games,奇门互娱,2128940
Kunitsu-Gami: Path of the Goddess,2024-07-18,28374,49.99,1276574.0,11.872100547435483,92,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2510710
Three Kingdoms Zhao Yun,2024-01-17,101430,19.99,1269633.0,11.52473408115772,0,Indie,Merlion Games,ZUIJIANGYUE Game,2201710
Between the Stars,2024-03-07,78295,29.99,1265895.0,7.01927402753153,77,Indie,"Isolated Games,WhisperGames",Isolated Games,727130
Star Trucker,2024-09-03,62290,24.99,1260811.0,5.229673762101744,76,AA,Raw Fury,Monster and Monster,2380050
Slapshot: Rebound,2024-04-11,965211,0.0,1250580.7988945069,10.891994725125729,84,Indie,Oddshot Games,Oddshot Games,1173370
Enlisted,2024-07-16,239148,0.0,1233567.0,37.76018897559231,0,AA,Gaijin Network Ltd,Darkflow Software,2051620
Phantom Abyss,2024-01-25,86210,19.99,1231915.0,9.290478868764191,85,AA,Devolver Digital,Team WIBY,989440
Islands of Insight,2024-02-13,52752,29.99,1229708.0,31.831256522648644,83,AA,Behaviour Interactive Inc.,Lunarch Studios,2071500
Spirit City: Lofi Sessions,2024-04-08,140574,11.99,1217173.0,47.32413381771613,97,Indie,Mooncube Games,Mooncube Games,2113850
TerraScape,2024-07-17,117418,14.99,1188273.0,5.981693150570897,88,Indie,"Stray Fawn Publishing,INSTINCT3",Bitfall Studios,2290000
Farm Together 2,2024-05-07,68838,19.99,1188098.0,51.1003235392409,0,Indie,Milkstone Studios,Milkstone Studios,2418520
Slaves of Rome,2024-02-12,61190,24.99,1173275.0,8.410337305730208,68,Indie,Biggus Diccus Games,Biggus Diccus Games,1380070
Dread Delusion,2024-05-14,75015,19.99,1170260.0,8.481408610028911,92,Indie,DreadXP,Lovely Hellplace,1574240
KeeperRL,2024-02-29,85309,19.99,1168042.0,18.70857822921001,87,Indie,Electric Succubi,Electric Succubi,329970
KinitoPET,2024-01-09,227576,5.99,1166563.0,3.2190117178611835,94,Indie,troy_en,troy_en,2075070
Grocery Store Simulator,2024-06-10,170125,7.99,1160637.0,10.295448229090365,95,Indie,FEKK Games,FEKK Games,2961880
Selaco,2024-05-31,56176,24.99,1160305.0,11.059660852944672,93,Indie,Altered Orbit Studios,Altered Orbit Studios,1592280
Farmer Against Potatoes Idle,2024-09-05,234948,0.0,1153910.9084421117,256.3350027720608,96,Indie,Oni Gaming,Oni Gaming,1535560
Rooftops & Alleys: The Parkour Game,2024-05-21,81558,15.99,1153011.0,7.158457569592916,97,Indie,MLMEDIA,MLMEDIA,2703850
A Difficult Game About Climbing,2024-03-06,122429,9.99,1126490.0,8.13506057547006,89,Indie,Pontypants,Pontypants,2497920
Reverse Collapse: Code Name Bakery,2024-03-21,63158,24.99,1124733.0,33.23014522628996,74,Indie,XD,"Shanghai Sunborn Network Technology Co., Ltd.",1127700
Dominions 6 - Rise of the Pantokrator,2024-01-17,29273,44.99,1090577.0,79.36725950738078,89,Indie,Illwinter Game Design,Illwinter Game Design,2511500
Esports Godfather,2024-05-23,65251,19.99,1072894.0,30.3497442517159,93,Indie,Asteroid Game Studio,Asteroid Game Studio,1278540
KAKU: Ancient Seal,2024-07-11,63579,24.99,1061930.0,21.65903214357081,86,Indie,BINGOBELL,BINGOBELL,1179580
Yaoling: Mythical Journey,2024-07-15,62937,19.99,1047362.0,21.326345346674653,91,Indie,"RAYKA STUDIO,NPC Entertainment",RAYKA STUDIO,2816950
Crow Country,2024-05-09,61044,19.99,1045536.0,4.780094463438322,99,Indie,SFB Games,SFB Games,1996010
Oddsparks: An Automation Adventure,2024-04-24,61371,24.99,1042637.0,12.498809626793388,91,Indie,HandyGames,Massive Miniteam,1817800
Emberward,2024-06-25,78590,14.99,1042636.0,9.537951392208566,96,Indie,ReficGames,ReficGames,2459550
Yi Xian: The Cultivation Card Game,2024-01-21,286872,0.0,1039161.219972389,55.01663011678348,75,AA,Gamera Games,Darksun Studio,1948800
Project QT,2024-01-16,26716,0.0,1036107.0,105.6310151724434,63,Indie,Nutaku Publishing,xDNA,1571200
Snufkin: Melody of Moominvalley,2024-03-07,60378,19.99,1019946.0,3.2116139517137414,98,AA,Raw Fury,Hyper Games,1808680
Minishoot' Adventures,2024-04-02,78535,14.99,1001962.0,7.261068882154135,98,Indie,"SoulGame Studio,IndieArk",SoulGame Studio,1634860
WRATH: Aeon of Ruin,2024-02-27,47909,24.99,985076.0,2.9773647230246736,74,Indie,"3D Realms,Fulqrum Publishing","KillPixel Games,Slipgate Ironworks",1000410
Ace Attorney Investigations Collection,2024-09-05,27151,39.99,977191.0,4.091232841920956,98,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2401970
Solium Infernum,2024-02-22,29536,39.99,966283.0,24.686084918196155,88,Indie,League of Geeks,League of Geeks,1893810
Command & Conquer Red Alert™ 2 and Yuri’s Revenge™,2024-03-07,295759,0.0,961994.0,20.590229748847623,92,AAA,Electronic Arts,EA Los Angeles,2229850
The Elder Scrolls Online: Gold Road,2024-06-03,27601,39.99,960791.0,0.0,44,AAA,Bethesda Softworks,ZeniMax Online Studios,2662630
Go-Go Town!,2024-06-18,45863,24.99,957117.0,8.798573867686125,0,Indie,"CULT Games,Prideful Sloth",Prideful Sloth,2195120
MotoGP™24,2024-05-02,23431,49.99,954851.0,22.98612604105317,83,Indie,Milestone S.r.l.,Milestone S.r.l.,2581700
Bandle Tale: A League of Legends Story,2024-02-21,43330,24.99,954119.0,10.662545091105516,80,Indie,Riot Forge,Lazy Bear Games,1759380
Command & Conquer™ Generals Zero Hour,2024-03-07,201644,0.0,933938.0,21.32924236144096,89,AAA,Electronic Arts,EA Los Angeles,2732960
Command & Conquer™ Generals,2024-03-07,90955,0.0,930800.0,11.999446787110118,85,AAA,Electronic Arts,EA Los Angeles,2229870
VLADiK BRUTAL,2024-08-09,92754,11.99,928429.0,4.557906694937509,89,Indie,Narko Games,Narko Games,1316680
Momodora: Moonlit Farewell,2024-01-11,68442,16.99,927493.0,6.473380892880699,92,AA,PLAYISM,Bombservice,1747760
Command & Conquer™ Tiberian Sun™ and Firestorm™,2024-03-07,65809,0.0,926924.0,12.28339307326484,91,AAA,Electronic Arts,EA Los Angeles,2229880
Frontier Hunter: Erza’s Wheel of Fortune,2024-07-26,54431,24.99,922336.0,11.12684600466776,88,Indie,"IceSitruuna,NPC Entertainment",IceSitruuna,1429500
Command & Conquer Renegade™,2024-03-07,26120,0.0,921771.0,7.841912941894338,86,AAA,Electronic Arts,EA Los Angeles,2229890
Command & Conquer™ and The Covert Operations™,2024-03-07,21266,0.0,921760.0,8.588419156625173,82,AAA,Electronic Arts,EA Los Angeles,2229830
"Command & Conquer Red Alert™, Counterstrike™ and The Aftermath™",2024-03-07,26292,0.0,920024.0,10.27607539673983,86,AAA,Electronic Arts,EA Los Angeles,2229840
Anger Foot,2024-07-11,40294,24.99,906252.0,5.627084715285352,93,AA,Devolver Digital,Free Lives,1978590
Echoes of the Plum Grove,2024-04-29,54189,19.99,902318.0,24.66004828889055,0,Indie,indie.io,Unwound Games,1536090
Boxes: Lost Fragments,2024-02-01,68169,14.99,900796.0,4.149034995582672,91,Indie,Snapbreak,Big Loop Studios,2019810
VAIL VR,2024-02-15,89548,29.99,887656.0,3.708556191014475,78,Indie,AEXLAB,AEXLAB,801550
Gym Simulator 24,2024-07-19,109135,10.99,884330.0,4.271517013003123,90,Indie,Red Axe Games,Quatech,2559270
Reus 2,2024-05-28,42986,24.99,879212.0,12.33557918373739,97,Indie,Firesquid,Abbey Games,1875060
Wizardry: Proving Grounds of the Mad Overlord,2024-05-23,29055,34.99,875986.0,32.178361089119306,85,Indie,Digital Eclipse,Digital Eclipse,2518960
Instruments of Destruction,2024-05-10,55717,19.99,874462.0,8.518788291074912,94,Indie,Radiangames,Radiangames,1428100
Shogun Showdown,2024-09-05,103097,14.99,871956.0,14.709804691305951,97,Indie,"Goblinz Publishing,Gamera Games",Roboatino,2084000
PILGRIM,2024-05-31,131573,7.99,867610.0,3.3304745672878693,88,Indie,DESPERATE MEASURES,DESPERATE MEASURES,2965660
Squirrel with a Gun,2024-08-29,53495,19.99,866137.0,3.5893794482410684,83,Indie,Maximum Entertainment,Dee Dee Creations LLC,2067050
News Tower,2024-02-13,50123,19.99,864588.0,13.767491551302214,97,Indie,Twin Sails Interactive,Sparrow Night,1649950
Aeons Echo,2024-08-22,59501,0.0,853013.0,6.800604003855153,83,Indie,Nutaku Publishing,Aeons Studio,2832330
Cryptmaster,2024-05-09,40489,24.99,845758.0,5.6746313405080935,96,Indie,Akupara Games,"Paul Hart,Lee Williams,Akupara Games",1885110
Cat Quest III,2024-08-08,50873,19.99,836331.0,5.897890979303593,0,Indie,Kepler Interactive,The Gentlebros,2305840
MEMORIAPOLIS,2024-08-29,43572,24.99,832922.0,3.556692338780094,83,Indie,5PM Studio,5PM Studio,2228280
Fallen Aces,2024-06-14,81873,12.99,831336.0,3.651904364361676,98,AA,New Blood Interactive,"Trey Powell,Jason Bond",1411910
Megaloot,2024-08-30,101120,9.99,829084.0,7.072853564425466,85,Indie,"Ravenage Games,INSTINCT3",axilirate,2440380
The Operator,2024-07-22,70976,13.99,827721.0,3.030081530375901,93,Indie,"Bureau 81,indienova",Bureau 81,1771980
Perfect World M,2024-02-22,3768,0.0,825766.0,46.92903887910011,33,Indie,PERFECT WORLD GAMES,PERFECT WORLD GAMES,2715240
Knock on the Coffin Lid,2024-08-08,49983,24.99,824669.0,36.13476474169297,85,Indie,RedBoon,RedBoon,1232580
STAR WARS™: Dark Forces Remaster,2024-02-28,30598,29.99,824203.0,4.770394285401785,90,Indie,Nightdive Studios,"Nightdive Studios,LucasArts",2292260
Castlevania Dominus Collection,2024-08-27,36203,24.99,814241.0,8.317685816929346,96,AA,KONAMI,KONAMI,2369900
No Case Should Remain Unsolved,2024-01-17,152090,6.99,814072.0,2.006452454717227,98,Indie,Somi,Somi,2676840
Spell Disk,2024-03-01,65281,14.99,812211.0,11.116959666409018,88,Indie,Sunpeak Games,Sunpeak Games,2292060
Dungeons & Degenerate Gamblers,2024-08-08,65164,14.99,806583.0,8.091559584377128,75,Indie,Yogscast Games,Purple Moss Collectors,2400510
Outcast - A New Beginning,2024-03-15,19374,59.99,806366.0,14.96428173825503,84,AA,THQ Nordic,Appeal Studios,1013140
Ships At Sea,2024-05-23,36845,24.99,797925.0,15.20780271151262,0,Indie,Misc Games,Misc Games,1266540
The Last Flame,2024-01-17,53815,17.99,793506.0,22.64068765605981,0,Indie,"Hotloop,Surefire.Games",Hotloop,1830970
Yarimono,2024-08-30,39179,24.99,793022.0,6.409328024387582,87,Indie,072 Project,にゅう工房,2696050
JIANGHU CHRONICLES,2024-07-31,59040,16.99,790516.0,23.442699513632128,74,Indie,方块游戏(CubeGame),一品阁,1909840
Terminus: Zombie Survivors,2024-08-19,60505,19.99,787448.0,18.643321811538684,97,Indie,Longplay Studios,Longplay Studios,1534980
MEGATON MUSASHI W: WIRED,2024-04-24,20281,49.99,787339.0,24.487806291768475,85,Indie,LEVEL5 Inc.,LEVEL5 Inc.,2450450
WE ARE FOOTBALL 2024,2024-03-04,25210,39.99,779187.0,51.034166549407374,82,Indie,"HandyGames,THQ Nordic",Winning Streak Games,1951410
Fling to the Finish,2024-01-18,102601,19.99,778760.0,11.810501362514172,85,AA,Daedalic Entertainment,SplitSide Games,1054430
Fate/stay night REMASTERED,2024-08-07,31040,29.99,764069.0,12.432516197496774,95,Indie,Aniplex Inc.,"TYPE-MOON,fuzz Inc.",2396980
Cyber Manhunt 2: New World - The Hacking Simulator,2024-05-09,91066,9.99,763279.0,5.428407888662228,92,Indie,Spiral Up Games,Aluba Studio,2421410
Age of Water,2024-04-25,28566,29.99,752577.0,40.17846919733193,61,AA,Gaijin Network Ltd,Three Whales Studio,2695490
